FIPS,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,FMRKT16,PCH_FMRKT_09_16,FMRKTPTH09,FMRKTPTH16,PCH_FMRKTPTH_09_16,FMRKT_SNAP16,PCT_FMRKT_SNAP16,FMRKT_WIC16,PCT_FMRKT_WIC16,FMRKT_WICCASH16,PCT_FMRKT_WICCASH16,FMRKT_SFMNP16,PCT_FMRKT_SFMNP16,FMRKT_CREDIT16,PCT_FMRKT_CREDIT16,FMRKT_FRVEG16,PCT_FMRKT_FRVEG16,FMRKT_ANMLPROD16,PCT_FMRKT_ANMLPROD16,FMRKT_BAKED16,PCT_FMRKT_BAKED16,FMRKT_OTHERFOOD16,PCT_FMRKT_OTHERFOOD16,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB16,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13
13277,GA,Tift,19,13,-31.57894737,4.702970297,4.561403509,0.110133776,,75,,,1.888217523,,,0,3,,0,0.073478985,,1,33.33333333,1,33.33333333,1,33.33333333,0,0,1,33.33333333,3,100,2,66.66666667,3,100,3,100,57,22,-61.40350877,8830,4955,78.20383451,222.306143,215.5393365,-3.043913394,57,22,-61.40350877,8181,,,205.9667674,,,65,47,-27.69230769,1569,849,-45.88910134,39.50151057,20.72399736,-47.53619023,4,5,25,22,54,145.4545455,0.55387714,1.318134108,137.9831217,2,1,-50,0,0,,0,0,,0,0,,0,0,2,,1,1,0,,,,0,1
13279,GA,Toombs,9,14,55.55555556,2.639296188,5.223880597,,0.049242682,,29,,,1.067275136,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,33,26,-21.21212121,6507,5994,8.558558559,239.3599411,239.474459,0.047843368,33,26,-21.21212121,6507,,,239.3599411,,,53,40,-24.52830189,963,561,-41.74454829,35.42394703,20.6462535,-41.71667692,6,3,-50,26,4,-84.61538462,0.956409785,0.147210364,-84.6080241,1,2,100,0,0,,0,0,,0,0,,0,1,0,-100,3,1,-66.66666667,38000,,,0,0
13281,GA,Towns,3,4,33.33333333,2.586206897,3.669724771,0.546234881,,28,,,2.678913127,,,0,1,,0,0.087788605,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,2,4,100,,4,,,,,2,4,100,,4,,,0.381024957,,4,4,0,,49,,,4.667555725,,1,2,100,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,4,3,-25,,52000,,0,1
13283,GA,Treutlen,8,8,0,5.298013245,5.369127517,,0.993818931,32,82,156.25,4.724641961,12.14275137,157.008922,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7,8,14.28571429,63,24,162.5,9.30163886,9.329187028,0.296164668,7,6,-14.28571429,63,,,9.30163886,,,13,15,15.38461538,62,119,91.93548387,9.153993799,17.62179772,92.50392896,1,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,0,1,,0,,,0,1
13285,GA,Troup,4,12,200,1.659751037,5.660377358,0.028288543,0.263915547,1,11,1000,0.015409745,0.160778754,943.357645,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,8,300,,8,,,,,2,7,250,,,,,,,4,4,0,14,21,50,0.215736432,0.306941257,42.2760425,6,5,-16.66666667,38,3,-92.10526316,0.585570315,0.043848751,-92.51178724,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,4,300,,,,0,1
13287,GA,Turner,7,8,14.28571429,2.517985612,3.053435115,0.078318757,0.138606068,36,81,125,3.951267698,9.679732314,144.977892,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18,13,-27.77777778,1064,893,19.14893617,116.781912,127.1510516,8.879063098,18,13,-27.77777778,1064,893,-16.07142857,116.781912,106.7160612,-8.619357757,24,28,16.66666667,2698,5725,112.1942179,296.1255625,684.1539197,131.0350764,5,5,0,18,,,1.975633849,,,0,0,0,0,0,,0,0,,0,0,,0,10,2,-80,2,4,100,,,,0,
13289,GA,Twiggs,4,7,75,3.305785124,6.481481481,,0.108061379,,10,,,1.175364363,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,3,8,166.6666667,2,17,-88.23529412,0.209533787,0.235072873,12.18852844,3,8,166.6666667,2,17,750,0.209533787,1.998119417,853.6024918,7,11,57.14285714,238,211,-11.34453782,24.93452069,24.80018806,-0.53874159,0,1,,0,,,0,,,1,0,-100,0,0,,0,0,,0,0,,1,0,0,,1,5,400,,53000,,0,0
13291,GA,Union,24,18,-25,8.540925267,7.228915663,0.60024653,0.196280992,112,38,-66.07142857,5.336382695,1.770076393,-66.83003274,0,1,,0,0.043614794,,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,8,11,37.5,35,266,-86.84210526,1.667619592,1.63033352,-2.23588597,8,10,25,,,,,,,7,6,-14.28571429,22,19,-13.63636364,1.048218029,0.885038196,-15.56735606,7,5,-28.57142857,15,4,-73.33333333,0.714694111,0.186323831,-73.92956959,0,0,0,0,0,,0,0,,0,0,,0,2,2,0,2,5,150,,480000,,0,0
13293,GA,Upson,16,17,6.25,4.597701149,5.743243243,0.056848463,0.456125109,16,105,556.25,0.583451847,3.947665238,576.6051489,0,2,,0,0.07594456,,0,0,0,0,0,0,0,0,1,50,1,50,1,50,0,0,1,50,5,7,40,5,14,-64.28571429,0.182328702,0.187984059,3.101736973,5,6,20,5,,,0.182328702,,,23,18,-21.73913043,167,569,240.7185629,6.089778653,21.39258591,251.2867565,9,10,11.11111111,9,16,77.77777778,0.328191664,0.601548989,83.29197684,2,0,-100,0,0,,0,0,,0,0,,0,2,1,-50,2,5,150,,,,0,1
13295,GA,Walker,41,36,-12.19512195,7.620817844,6.818181818,0.207071434,0.089645484,187,97,-48.12834225,2.774274905,1.422558552,-48.72323037,1,2,100,0.01538864,0.029456816,91.41922941,2,100,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,16,9,-43.75,47,21,123.8095238,0.69727765,0.689280948,-1.146846173,16,9,-43.75,47,21,-55.31914894,0.69727765,0.307976594,-55.83156957,6,12,100,24,101,320.8333333,0.356056672,1.481220761,316.0070224,4,6,50,12,17,41.66666667,0.178028336,0.249314385,40.04196792,0,0,0,1,1,0,,,,,,,0,4,9,125,10,14,40,,529000,,0,1
13297,GA,Walton,22,26,18.18181818,4.489795918,5.450733753,0.39452496,0.479396165,147,141,-4.081632653,1.82744903,1.662402584,-9.031521165,0,2,,0,0.022176883,,1,50,0,0,0,0,0,0,1,50,2,100,1,50,2,100,2,100,13,12,-7.692307692,40,102,-60.78431373,0.497265042,0.47160357,-5.160522065,13,12,-7.692307692,40,101,152.5,0.497265042,1.190799014,139.4696818,20,16,-20,115,57,-50.43478261,1.429636997,0.672035087,-52.99260659,13,9,-30.76923077,15,8,-46.66666667,0.186474391,0.094320714,-49.4189451,0,0,0,4,1,-75,9600,,,119.3436101,,,0,3,13,333.3333333,1,4,300,,27000,,0,0
13299,GA,Ware,23,10,-56.52173913,8.214285714,3.571428571,0.247236087,0.17674784,53,54,1.886792453,1.471568192,1.507537688,2.444296956,0,1,,0,0.02798142,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,6,6,0,,,,,,,6,5,-16.66666667,,,,,,,87,72,-17.24137931,1267,1003,-20.83662194,35.17880942,28.00111669,-20.4034555,12,23,91.66666667,457,829,81.40043764,12.68880498,23.14349525,82.39302518,1,0,-100,0,0,,0,0,,0,0,,0,0,0,,2,16,700,,12000,,0,1
13301,GA,Warren,10,2,-80,5.319148936,1.492537313,0.364667747,,18,,,3.009530179,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7,4,-42.85714286,31,25,24,5.183079753,5.567528736,7.417385057,7,3,-57.14285714,31,,,5.183079753,,,9,8,-11.11111111,81,121,49.38271605,13.54288581,21.73132184,60.46300731,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,5,2,-60,2,5,150,,11000,,0,0
13303,GA,Washington,8,19,137.5,1.882352941,4.656862745,0.461577913,0.050829612,54,14,-74.07407407,2.552588041,0.67146283,-73.69482192,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,19,375,42,86,-51.1627907,1.985346254,2.014388489,1.462829736,4,19,375,42,84,100,1.985346254,4.028776978,102.9256595,28,39,39.28571429,1483,774,-47.80849629,70.10163082,37.12230216,-47.04502346,0,10,,0,8,,0,0.383693046,,0,0,0,0,0,,0,0,,0,0,,0,4,0,-100,11,23,109.0909091,124000,54000,-56.4516129,0,0
13305,GA,Wayne,17,14,-17.64705882,5.431309904,4.87804878,0.101027696,0.078955086,29,35,20.68965517,0.985690493,1.152984583,16.97227384,0,1,,0,0.033218177,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,12,10,-16.66666667,1127,,,38.30597192,37.12610357,-3.080115957,11,10,-9.090909091,,,,,,,73,53,-27.39726027,551,646,17.24137931,18.72811937,21.28080116,13.63020888,6,6,0,328,263,-19.81707317,11.14849937,8.66385558,-22.2868003,0,0,0,0,0,,0,0,,0,0,,0,0,1,,3,5,66.66666667,4000,,,0,1
13307,GA,Webster,3,2,-33.33333333,2.631578947,1.960784314,0.011222085,,1,,,0.365630713,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,5,25,71,28,153.5714286,25.95978062,25.41159628,-2.11166786,4,5,25,71,28,-60.56338028,25.95978062,10.02147459,-61.39615071,10,6,-40,914,,,334.1864717,,,0,1,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,4,9,125,27000,30000,11.11111111,0,0
13309,GA,Wheeler,2,2,0,1.398601399,1.470588235,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,3,-66.66666667,638,,,92.22318589,80.7084124,-12.4857685,9,3,-66.66666667,638,,,92.22318589,,,17,8,-52.94117647,118,57,-51.69491525,17.05695288,7.210626186,-57.72617631,2,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,4,0,-100,5,3,-40,,,,0,
13311,GA,White,15,21,40,5.154639175,7.023411371,0.105452162,0.133026812,74,103,39.18918919,2.827341153,3.737436046,32.18907249,0,1,,0,0.034621244,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,3,13,333.3333333,51,32,59.375,1.948572957,1.85057513,-5.029210058,3,13,333.3333333,51,,,1.948572957,,,11,6,-45.45454545,131,8,-93.89312977,5.005157987,0.290286295,-94.2002571,2,2,0,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,4,0,-100,3,14,366.6666667,,1318000,,0,0
13313,GA,Whitfield,10,9,-10,2.083333333,2.380952381,0.012917393,0.032603795,14,47,235.7142857,0.14191011,0.455267542,220.8140294,0,1,,0,0.009561235,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,0,5,,0,20,-100,0,0,,0,5,,0,20,,0,0.193730869,,0,0,,0,0,,0,0,,0,3,,0,6,,0,0.058119261,,1,0,-100,0,0,,0,0,,0,0,,0,0,1,,3,15,400,,,,0,
13315,GA,Wilcox,18,14,-22.22222222,5.157593123,3.835616438,0.08679534,0.166758781,59,175,196.6101695,6.637417032,19.38199136,192.0110529,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28,13,-53.57142857,3833,1878,104.1001065,431.2071099,424.5209879,-1.550559309,25,13,-48,,,,,,,56,44,-21.42857143,1052,856,-18.63117871,118.3485206,94.80562632,-19.89285054,5,2,-60,19,,,2.137473282,,,1,0,-100,0,0,,0,0,,0,0,,0,7,1,-85.71428571,7,8,14.28571429,15000,35000,133.3333333,0,1
13317,GA,Wilkes,8,10,25,2.247191011,3.154574132,0.086087625,0.066392019,28,39,39.28571429,2.660585329,3.882142146,45.91308552,1,1,0,0.097389949,0.101988781,4.722080571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,45.45454545,57,81,-29.62962963,5.416191562,5.67390006,4.758112682,11,15,36.36363636,57,,,5.416191562,,,10,8,-20,111,96,-13.51351351,10.54732041,9.556042206,-9.398389032,2,3,50,,2,,,0.199084213,,0,0,0,0,3,,0,,,0,,,0,1,0,-100,16,5,-68.75,129000,,,0,1
13319,GA,Wilkinson,4,8,100,2.53164557,7.01754386,0.264550265,3.232949513,9,146,1522.222222,0.923076923,15.29116045,1556.542382,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,7,-12.5,22,33,-33.33333333,2.256410256,2.304147465,2.115626309,8,7,-12.5,22,33,50,2.256410256,3.456221198,53.17343946,11,7,-36.36363636,76,83,9.210526316,7.794871795,8.692919983,11.52101294,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,2,,0,4,,0,,,0,0
13321,GA,Worth,14,7,-50,2.822580645,1.437371663,0.088870374,0.004560379,64,7,-89.0625,2.956666359,0.326127469,-88.9697575,0,1,,0,0.048197417,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,37,18,-51.35135135,3352,2795,19.92844365,154.8554005,156.1684681,0.84793142,36,18,-50,,2795,,,130.2180395,,57,44,-22.80701754,1606,1190,-25.90286426,74.19384644,55.44166977,-25.27457136,2,1,-50,,,,,,,2,0,-100,1,0,-100,,0,,,0,,0,1,0,-100,3,6,100,,89000,,0,1
